Date,Monthly Average
11/01/2018,104.1186328888889
12/01/2018,191.33680064516128
01/01/2019,285.4236690322581
02/01/2019,303.47030708333335
03/01/2019,262.8579170967742
04/01/2019,189.79297133333333
05/01/2019,172.12713086021506
06/01/2019,113.2835581111111
07/01/2019,122.33132236559139
08/01/2019,147.25797629032257
09/01/2019,284.75647466666663
10/01/2019,321.28708887096775
11/01/2019,232.89346255555557
12/01/2019,308.50904005376344
01/01/2020,323.0557560215054
02/01/2020,430.51645477011493
03/01/2020,339.49155575268816
04/01/2020,252.15912066666667
05/01/2020,360.98439231182795
06/01/2020,306.58412555555554
07/01/2020,156.87740865591397
08/01/2020,158.96601145161287
09/01/2020,150.94044994444442
10/01/2020,198.31224322580644
11/01/2020,179.97131527777776
12/01/2020,163.22487806451613
01/01/2021,181.25787419354842
02/01/2021,270.12728821428567
03/01/2021,165.90488822580645
04/01/2021,162.63107233333332
05/01/2021,100.5332526344086
06/01/2021,90.42513722222222
07/01/2021,91.71977376344087
08/01/2021,93.61904397849462
09/01/2021,108.01792188888888
10/01/2021,103.75400887096775
11/01/2021,104.17486472222224
12/01/2021,335.9437103225806
01/01/2022,289.91886715053766
02/01/2022,399.1646476190476
03/01/2022,227.0001759677419
04/01/2022,143.79478555555553
05/01/2022,105.48973924731183
06/01/2022,104.14529288888889
07/01/2022,109.39845967741935
08/01/2022,150.8862905376344
09/01/2022,251.0653988888889
10/01/2022,298.06713940860215
11/01/2022,184.5359235
12/01/2022,338.08440107526883
01/01/2023,371.9813147311828
02/01/2023,526.685957797619
03/01/2023,293.495411827957
04/01/2023,226.95729705555556
05/01/2023,569.6889885483871
06/01/2023,462.19300150000004
07/01/2023,521.6455363978495
08/01/2023,529.8244637634408
09/01/2023,1014.986097222222
10/01/2023,1015.4398694623657
11/01/2023,504.54991005555553
12/01/2023,656.1912600537634
01/01/2024,558.7221962365592
02/01/2024,568.7060877586206
03/01/2024,622.7735682258065
04/01/2024,748.6567620555555
05/01/2024,291.54985301075266
06/01/2024,280.6973618888889
07/01/2024,285.09281123655916
08/01/2024,567.4177558602152
09/01/2024,873.7069535555555
10/01/2024,1529.1356636559142
11/01/2024,1046.433431277778
12/01/2024,741.0041555913979
01/01/2025,519.6601483870968
02/01/2025,428.7316530952381
03/01/2025,228.48156306451614
04/01/2025,140.62817022222222
05/01/2025,126.6994243548387
06/01/2025,112.5089095
07/01/2025,134.93311478494624
08/01/2025,241.39058279569892
09/01/2025,293.74339483333335
10/01/2025,170.90494806451613
11/01/2025,218.9993925
12/01/2025,278.4727680107527
01/01/2026,212.39060849462365
02/01/2026,124.41796327380952
03/01/2026,220.19914784946235
04/01/2026,269.0062278888889
05/01/2026,504.99030413978494
06/01/2026,546.3096867222223
07/01/2026,790.2148575268817
08/01/2026,933.0720557999999
